0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.18855061450136212,-1.8313126398885886,0.26970263501188096,-1.8995664934242735,0.3678215613732171,-1.3374846073784021,0.5600146338225124,-0.44752958435250934,0.6014893125328081,0.13618903652031733,0.43297893471145066,0.29822582212752424,0.17782517403518203,0.20897918486579006,-0.05707477149245574,0.13725225238486122,-0.13788052596871447,0.1764642063095978,-0.0737552995828098,0.34287190833521297,0.04593605253185768,0.4655580132765744,0.19372517702746445,0.5052329249120725,0.22288257070523662,0.42089847273149067,0.1889266599992699,0.25729929723352757,0.07968510107677541,0.09305620452867544
0.0013234991594877933,-1.5137052016950945,-0.02542443547224356,-1.2862263470791813,0.21445621883521213,-0.5952867004997584,0.5411006817158703,0.2926755394997052,0.6263662660930056,0.5566888428464858,0.2789621855722296,0.3251609882694567,-0.2855319361066126,-0.01466401752748529,-0.6839539584508997,-0.16159723367129689,-0.6772199074093253,-0.019176777882830003,-0.3759087795661015,0.33580807491251746,0.01071971218023623,0.5871996791602764,0.329818791510818,0.6626933505630825,0.38020043876605186,0.5062023067924344,0.29733157010203876,0.2415857510870884,0.12030903017552332,0.0599651878236565
0.042112932854608806,-1.5605072173468404,-0.05350424615288562,-1.4874759277244216,0.05993702980455339,-0.8255419374448678,0.19745859992470832,0.07348916459525554,0.3072782083969774,0.49273734709379957,0.18848357988430023,0.5164265670321452,-0.07746028793601913,0.2853873046868495,-0.3082999698180937,0.10348863855983167,-0.35246215117107565,0.10662203395753353,-0.20959030463715664,0.31292438839953396,0.016415550255713562,0.5072502485225412,0.23204540607053964,0.6334219881523819,0.2773234771321321,0.5539065993803289,0.2540983201598474,0.32801531808439666,0.11374518226115542,0.11963003965844325
0.2885224141110954,-1.5245822771789574,0.45292909471954756,-1.551783845276601,0.5270941575654576,-0.8080471651116566,0.4288552165940402,0.05196710158792295,0.28327631785801227,0.42560730350918485,-0.05700625177877943,0.30891433065916274,-0.386802361179298,0.028361802351162587,-0.6066759660352968,-0.09142092027826482,-0.592662148020615,0.04897226462842788,-0.4420249814862069,0.3341864664518367,-0.23064049938557454,0.5317354683382292,-0.03890136799146309,0.5683397324891387,0.05834692832993177,0.4248460683811319,0.08020501692172237,0.21262446912798394,0.050078967843602475,0.05737688988500346
0.37405154850722944,-1.567791450165075,0.7136005536607717,-1.7185008834517959,0.8731212582513989,-1.0983722069968906,0.8087881279103805,-0.2848802551093778,0.5142939821868561,0.09209223030471524,-0.026353197529546298,0.0664018637952873,-0.546141253472986,-0.06598184464315493,-0.8255942036318515,-0.01817948505735511,-0.8059245932811918,0.21898828222494787,-0.5966232881678127,0.502756193007786,-0.37936692852763687,0.5777836906401113,-0.19821772245567953,0.455401388773907,-0.10040751338933822,0.22358846241248245,-0.034276699951959116,0.043612204839531564,-0.002408126908174119,-0.025903416137783297
0.386442835808405,-1.351652811448736,0.5640625652396694,-1.1263836867816925,0.5571471044545115,-0.7102936972258892,0.41356947669625693,-0.5147604622892059,0.20986610914523576,-0.37124293076291814,-0.04570004930775256,-0.12888175320378817,-0.0718894322832612,0.22467444315170212,0.007453199885563476,0.4751594698862037,0.010052119064623239,0.565160954220626,-0.11763152883989465,0.5370645767668866,-0.27062523357107987,0.4301571749860636,-0.20312208231283085,0.3898913714200841,-0.1015672444260984,0.32810906137951007,0.001239693145498326,0.20279999390775635,0.02979262585959173,0.06516182578377698
0.8745763654894276,-1.5204827741680378,1.3525688464941472,-1.7598064291278341,1.5071163317140421,-1.3622090317615447,1.1062687644858156,-0.6397752397535043,0.43422874111902104,0.034766850464597834,-0.15164408942991522,0.4842453768139826,-0.49178620849882154,0.7009484004364097,-0.6610247728539752,0.8039979792402555,-0.7689946542416144,0.825410622142489,-0.761506148288721,0.87069080693517,-0.7278134171961603,0.759175628563343,-0.5552983918185533,0.6243768348487829,-0.40621612825474795,0.39583468868172234,-0.19964679907345576,0.17918756863150867,-0.09815691001338128,0.0291147351658234
0.17644537264039523,-1.7914511851776163,0.20397587340085682,-1.7611032513544493,0.30335108027648106,-1.170955078904942,0.4815675607773132,-0.3769442707375599,0.5293446574273206,0.09682858795264085,0.31748191727933534,0.2424927083890882,0.019134891255532114,0.18809748811581697,-0.15442541906424853,0.14778794409045629,-0.18614266471773722,0.2097416099489675,-0.14005918679594986,0.3796556344901386,-0.08026914660934377,0.4941631383260321,0.02101999513076799,0.5235397716339107,0.07123522093060417,0.4304348620919603,0.09631571340665866,0.25886516846104374,0.05109819361319568,0.08864314660891977
0.8404537520420543,-1.4987048132545866,1.0442757849938582,-1.51385620139961,0.9342409685300229,-1.0059989687706912,0.4003343955341548,-0.28238149116829747,0.033050819240934635,-0.051556240826103994,-0.046489617077101864,0.004792374757342463,0.04153461959405186,-0.007998174227727544,0.05488808383080758,0.09715055930026635,-0.08970765836936649,0.30957222251459166,-0.18107862623713822,0.4976134979563583,-0.25065881905167275,0.5339105594771835,-0.16139343323034006,0.46670066755180806,-0.07558440847343234,0.28593115997623375,0.009085113107462474,0.10816215446588336,0.013263532792118412,0.019018834327832232
0.13438494222878797,-1.5364984878026984,0.16871216947431456,-1.3248953215258263,0.44787258459942525,-0.7227148272619519,0.7226069484423724,0.08290731757209083,0.7237032329210091,0.30309147553019905,0.37298282711409536,0.12205086123892916,-0.190207610269008,-0.06368651927339823,-0.5739250163978395,-0.04545774884490714,-0.6409326990191672,0.17719665199930032,-0.46681968428408716,0.5063292869949438,-0.2017719640510651,0.7193934097081024,0.07055908556016811,0.740061445262742,0.19395650368123962,0.560238218894803,0.1859640506624739,0.3082014318279374,0.07160726166614718,0.09997918183670433
